experiment_id,variable,value,miou,bg_iou,intact_iou,damaged_iou,destroyed_iou,precision,recall,f1,train_time_hrs,notes
A_sampling_baseline,sampling,uniform_shuffle,0.39777500000000005,0.8892,0.429,0.1831,0.0898,0.4376,0.8059249999999999,0.5040749999999999,,"10 epochs, DataLoader shuffle=True, no oversampling, no augmentation change"
