experiment_id,variable,value,miou,bg_iou,intact_iou,damaged_iou,destroyed_iou,precision,recall,f1,train_time_hrs,notes
MEMBER_X_EXP_Y,architecture,UnetPlusPlus_resnet34,0.529624104,0.952098489,0.550165534,0.337247491,0.278984934,0.632403016,0.687026918,0.656481802,2.943644401,
