experiment_id,variable,value,miou,bg_iou,intact_iou,damaged_iou,destroyed_iou,precision,recall,f1,train_time_hrs,notes
B5_MAnet,architecture,B5_MAnet,0.23136933147907257,0.9254773259162903,0.0,0.0,0.0,0.23136934638023376,0.25,0.24032413959503174,2.108553804622756,"ResNet-34 backbone, CE+Dice, 40 epochs, batch 16"
